year,company,section_title,mapped_chapter,mapped_chapter_title,relevance,reason
2003,西科金融,会计漏洞一直存在且很难解决,11,第十一章 穿过会计看商业现实,medium,包含关键词「会计」，与「第十一章 穿过会计看商业现实」主题高度相关
2003,西科金融,获得高收益率没那么容易,11,第十一章 穿过会计看商业现实,medium,包含关键词「收益率」，与「第十一章 穿过会计看商业现实」主题高度相关
2003,西科金融,事件套利不太赚钱了，我们已经很少做了,12,第十二章 好企业让少行动成为优势,medium,包含关键词「少做」，与「第十二章 好企业让少行动成为优势」主题高度相关
2003,西科金融,与管理层交流怎么可能完全没用呢？,12,第十二章 好企业让少行动成为优势,medium,包含关键词「管理层」，与「第十二章 好企业让少行动成为优势」主题高度相关
2003,西科金融,偏离主业的公用事业公司，为什么会把自己搞死？,12,第十二章 好企业让少行动成为优势,medium,包含关键词「公用事业」，与「第十二章 好企业让少行动成为优势」主题高度相关
2003,西科金融,收购伯灵顿不是因为突然看好纺织生意,12,第十二章 好企业让少行动成为优势,medium,包含关键词「看好」，与「第十二章 好企业让少行动成为优势」主题高度相关
2003,西科金融,伯克希尔有独特的文化，不会轻易被大公司病侵蚀,12,第十二章 好企业让少行动成为优势,medium,包含关键词「大公司」，与「第十二章 好企业让少行动成为优势」主题高度相关
2003,西科金融,我对社保基金入市持怀疑态度,12,第十二章 好企业让少行动成为优势,medium,包含关键词「基金」，与「第十二章 好企业让少行动成为优势」主题高度相关
2003,西科金融,社保基金正常运转不是靠这个,12,第十二章 好企业让少行动成为优势,medium,包含关键词「基金」，与「第十二章 好企业让少行动成为优势」主题高度相关
2003,西科金融,好机会稍纵即逝，必须时刻准备着,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「好机会」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2003,西科金融,之前我们错过了沃尔玛，现在与它互相信任,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「信任」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2003,西科金融,学术界和投资机构不懂我们，我们走自己的路,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,打20个孔，做20笔投资,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,投资变难了，但还没难到日本那种程度,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,格雷厄姆和费雪的基本思想永不过时,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,我接受格雷厄姆的主要思想,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,费雪对我们产生的两个影响,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,我们在实践中形成了自己的风格和方法,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,比起股票，我们更愿意收购,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,我们有特殊事件保险领域的最强组合,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,投资和人生，道理是相通的,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,该面对的必须要面对,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,学点真本事,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,错过机会是无法避免的,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,我们收购了沃尔玛出售的麦克莱恩,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,我们买入克莱顿房屋时正值行业低谷,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,科特的生意遭遇了寒冬,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,解决石棉伤害赔偿的法律体系存在问题,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,发行自创金融产品，只是沃伦闲着没事找事做,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,银行的生意很好做，但这波繁荣到头了,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,知识与努力会照亮我们的人生,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,读科学方面的书，也读这些传记,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,按我的方法，一定能成功,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,佛陀一语道出人生真谛,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,阅读、思考与心理学，尤为重要,3,第三章 终身学习：让模型保持活性,medium,包含关键词「阅读」，与「第三章 终身学习：让模型保持活性」主题高度相关
2007,西科金融,真想成功，要甘坐冷板凳，日复一日地阅读,3,第三章 终身学习：让模型保持活性,medium,包含关键词「阅读」，与「第三章 终身学习：让模型保持活性」主题高度相关
2007,西科金融,以自我为中心是最严重的误判心理,7,第七章 误判不是偶然：心理倾向的系统,medium,包含关键词「误判」，与「第七章 误判不是偶然：心理倾向的系统」主题高度相关
2007,西科金融,会计师是一个高尚的职业，但是他们竟然制造了安然丑闻,11,第十一章 穿过会计看商业现实,high,包含关键词「会计、安然、会计师」，与「第十一章 穿过会计看商业现实」主题高度相关
2007,西科金融,做决定要充分考虑机会成本,11,第十一章 穿过会计看商业现实,medium,包含关键词「成本」，与「第十一章 穿过会计看商业现实」主题高度相关
2007,西科金融,社保基金不足为忧，该担心的是不合理的税收,11,第十一章 穿过会计看商业现实,medium,包含关键词「税」，与「第十一章 穿过会计看商业现实」主题高度相关
2007,西科金融,杠杆收购基金的未来可以参考风投,12,第十二章 好企业让少行动成为优势,high,包含关键词「基金、风投」，与「第十二章 好企业让少行动成为优势」主题高度相关
2007,西科金融,我们推翻了旧的观点，现在的铁路公司拥有巨大竞争优势,12,第十二章 好企业让少行动成为优势,high,包含关键词「竞争优势、铁路」，与「第十二章 好企业让少行动成为优势」主题高度相关
2007,西科金融,沃伦拯救所罗门的故事,12,第十二章 好企业让少行动成为优势,medium,包含关键词「所罗门」，与「第十二章 好企业让少行动成为优势」主题高度相关
2007,西科金融,伊斯卡的管理者非常优秀,12,第十二章 好企业让少行动成为优势,medium,包含关键词「优秀」，与「第十二章 好企业让少行动成为优势」主题高度相关
2007,西科金融,既然我成了教派的副掌教，就来谈谈伯克希尔的故事,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2007,西科金融,伯克希尔和西科的教义永远不变,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2007,西科金融,巴菲特成功背后的各个因素,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「巴菲特」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2007,西科金融,伯克希尔是非常规模式，但一定会越来越流行,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2007,西科金融,应该分红的是西科，不是伯克希尔,13,第十三章 少数机会、集中下注与资本配置,high,包含关键词「伯克希尔、分红」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2007,西科金融,西科和伯克希尔，投资机会怎么分？,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2007,西科金融,"我们正在为伯克希尔寻找更多的""卢·辛普森""",13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2007,西科金融,巴菲特最执着的粉丝,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「巴菲特」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2007,西科金融,几本好书推荐,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「推荐」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2007,西科金融,很多聪明人在人生中总是做出错误的决定,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,大学教育很多原来的老毛病仍然存在,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,我追求的是伟大的自由，而伟大的自由需要有物质基础,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,"我们的""有所不为""清单",16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,垃圾债的始作俑者最为卑劣,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,先想明白什么是自己不想要的，自然就会得到自己想要的,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,我要做像格兰特·麦克法登那样的人,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,很多人固守错误的观念或做法不想改变,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,学会如何学习,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,列清单有助于把问题考虑周全,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,无效的市场有两种，我们资金规模太大难免束手束脚,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,西科股价过高引发了一些问题,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,我们的社会中有很多不合理的现象,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,美国面临的三大威胁,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,全球变暖非常复杂，但我们能够解决,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,伊斯卡、浦项钢铁等几家公司简评,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,香港市场中有些吸引人的机会,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,项浦钢铁高科技属性非常强,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2007,西科金融,保险生意做得好，靠的是卓越的人才和不断学习,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,多学科思维模型需要一些天赋,1,第一章 一把锤子为什么不够,medium,包含关键词「多学科」，与「第一章 一把锤子为什么不够」主题高度相关
2010,西科金融,会计准则不合理，应该进行大刀阔斧的改革,8,第八章 激励：制度比劝诫更诚实,medium,包含关键词「改革」，与「第八章 激励：制度比劝诫更诚实」主题高度相关
2010,西科金融,这场金融危机溯因：政府、投行、会计处理,9,第九章 群体、权威与被剥夺感,high,包含关键词「金融危机、投行」，与「第九章 群体、权威与被剥夺感」主题高度相关
2010,西科金融,投行的精英可以把客户坑得很惨,9,第九章 群体、权威与被剥夺感,medium,包含关键词「投行」，与「第九章 群体、权威与被剥夺感」主题高度相关
2010,西科金融,衍生品的会计处理是按臆想定价,9,第九章 群体、权威与被剥夺感,medium,包含关键词「衍生品」，与「第九章 群体、权威与被剥夺感」主题高度相关
2010,西科金融,高层对这次金融危机应对得宜,9,第九章 群体、权威与被剥夺感,medium,包含关键词「金融危机」，与「第九章 群体、权威与被剥夺感」主题高度相关
2010,西科金融,衍生品的社会危害性极大,9,第九章 群体、权威与被剥夺感,medium,包含关键词「衍生品」，与「第九章 群体、权威与被剥夺感」主题高度相关
2010,西科金融,国家的栋梁之材涌入华尔街是一种极大的浪费,9,第九章 群体、权威与被剥夺感,medium,包含关键词「华尔街」，与「第九章 群体、权威与被剥夺感」主题高度相关
2010,西科金融,会计处理有太多不合常识的荒谬之处,11,第十一章 穿过会计看商业现实,medium,包含关键词「会计」，与「第十一章 穿过会计看商业现实」主题高度相关
2010,西科金融,新模型让我们进入了高科技领域，我相信比亚迪,12,第十二章 好企业让少行动成为优势,medium,包含关键词「比亚迪」，与「第十二章 好企业让少行动成为优势」主题高度相关
2010,西科金融,比亚迪是一家想不成功都难的公司,12,第十二章 好企业让少行动成为优势,medium,包含关键词「比亚迪」，与「第十二章 好企业让少行动成为优势」主题高度相关
2010,西科金融,中国在高速发展科学技术，我希望更多地了解中国,12,第十二章 好企业让少行动成为优势,medium,包含关键词「了解」，与「第十二章 好企业让少行动成为优势」主题高度相关
2010,西科金融,"比亚迪没有""分析瘫痪症""，我很高兴与它结缘",12,第十二章 好企业让少行动成为优势,medium,包含关键词「比亚迪」，与「第十二章 好企业让少行动成为优势」主题高度相关
2010,西科金融,银行不应把信用卡发放给超前消费成瘾的人,12,第十二章 好企业让少行动成为优势,medium,包含关键词「消费」，与「第十二章 好企业让少行动成为优势」主题高度相关
2010,西科金融,保险行业，我没把握；铁路公司，我很放心,12,第十二章 好企业让少行动成为优势,medium,包含关键词「铁路」，与「第十二章 好企业让少行动成为优势」主题高度相关
2010,西科金融,做成伯灵顿北方铁路公司这笔收购，我很高兴,12,第十二章 好企业让少行动成为优势,medium,包含关键词「铁路」，与「第十二章 好企业让少行动成为优势」主题高度相关
2010,西科金融,关于新能源、可口可乐和科特,12,第十二章 好企业让少行动成为优势,high,包含关键词「可口可乐、能源、新能源」，与「第十二章 好企业让少行动成为优势」主题高度相关
2010,西科金融,我相信将来太阳能板的价格会掉下来,12,第十二章 好企业让少行动成为优势,medium,包含关键词「太阳能」，与「第十二章 好企业让少行动成为优势」主题高度相关
2010,西科金融,可口可乐买回装瓶业务是好事,12,第十二章 好企业让少行动成为优势,medium,包含关键词「可口可乐」，与「第十二章 好企业让少行动成为优势」主题高度相关
2010,西科金融,西科比不上伯克希尔，但与一般公司相比并不逊色,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2010,西科金融,西科最终的归宿是伯克希尔，而伯克希尔后劲十足,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2010,西科金融,我敬重伯克希尔的经理人，他们给了我很多启示,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2010,西科金融,两个商学院的故事，和一个特别好的道理,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「故事」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2010,西科金融,革旧立新，我们可以向新加坡的李光耀学习,14,第十四章 应得信任：合作如何降低摩擦,high,包含关键词「李光耀、新加坡」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2010,西科金融,我的好朋友和我敬重的人,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「朋友」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2010,西科金融,做人当求贤妻与知己,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「知己」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2010,西科金融,嫉妒和野心导致了金融领域的悲剧,15,第十五章 避免惯常的失败方式,high,包含关键词「嫉妒、悲剧」，与「第十五章 避免惯常的失败方式」主题高度相关
2010,西科金融,政府需扮演裁判员的角色，约束人们过度竞争的行为,15,第十五章 避免惯常的失败方式,medium,包含关键词「过度」，与「第十五章 避免惯常的失败方式」主题高度相关
2010,西科金融,如何能众人皆醉我独醒，是值得思考的问题,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,严格限制经营活动范围，是避免危机的有效手段,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,高科技公司总是难逃被颠覆的命运,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,"我们掌握了一个思考高科技公司的新模型------""狗鱼模型""",16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,中国在追求真正的产品升级,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,尽管现状依然弊端重重，但我能看到破晓的曙光,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,风险没有完全消除，危机早晚还会到来,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,我们是面临很多严重的问题，但我并不悲观,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,对待问题，一定要提前预防，也要直面处理,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,德国、希腊的例子能说明失败的基本模型，教育孩子也要未雨绸缪,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,希腊的困局很难解决,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,我们做投资，总是寻找愚蠢的竞争对手，挑软柿子捏,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,财险公司很容易犯错,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,总有一天，克莱顿的建造方法将得到推广,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,西科既不独立，也不远大,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,科特应该会好，公寓没赚到钱,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,追求智慧是道义所在,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,约翰·保尔森的成功给年轻人造成了不良影响,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,让特别小的孩子学投资不太合适，有比金钱更宝贵的东西,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2010,西科金融,这书里有不会说话的查理·芒格，可以随身携带,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,保持阅读与思考，从传记中汲取智慧,3,第三章 终身学习：让模型保持活性,medium,包含关键词「阅读」，与「第三章 终身学习：让模型保持活性」主题高度相关
2014,每日期刊,降低预期的好处,5,第五章 逆向：先问怎样会失败,medium,包含关键词「降低预期」，与「第五章 逆向：先问怎样会失败」主题高度相关
2014,每日期刊,税收倒置有其合理性，应克服嫉妒,10,第十章 当偏误彼此增强,medium,包含关键词「嫉妒」，与「第十章 当偏误彼此增强」主题高度相关
2014,每日期刊,我们换了审计师，开启了软件业务,11,第十一章 穿过会计看商业现实,high,包含关键词「审计、审计师」，与「第十一章 穿过会计看商业现实」主题高度相关
2014,每日期刊,前任审计师给我们造成了极大损害,11,第十一章 穿过会计看商业现实,high,包含关键词「审计、审计师」，与「第十一章 穿过会计看商业现实」主题高度相关
2014,每日期刊,我们的主营业务在萎缩，软件业务是未来,12,第十二章 好企业让少行动成为优势,high,包含关键词「软件、软件业务」，与「第十二章 好企业让少行动成为优势」主题高度相关
2014,每日期刊,软件业务可能赚不到大钱，但我们勤恳做事,12,第十二章 好企业让少行动成为优势,high,包含关键词「软件、软件业务」，与「第十二章 好企业让少行动成为优势」主题高度相关
2014,每日期刊,每日期刊的前景：软件业务、接班人、房地产、投资、出售,12,第十二章 好企业让少行动成为优势,high,包含关键词「每日期刊、软件、软件业务」，与「第十二章 好企业让少行动成为优势」主题高度相关
2014,每日期刊,在发展电动车的大趋势中，比亚迪已占据先机,12,第十二章 好企业让少行动成为优势,medium,包含关键词「比亚迪」，与「第十二章 好企业让少行动成为优势」主题高度相关
2014,每日期刊,绝大多数大公司的命运与乐购类似,12,第十二章 好企业让少行动成为优势,medium,包含关键词「大公司」，与「第十二章 好企业让少行动成为优势」主题高度相关
2014,每日期刊,年轻人每天应该读一份主流的报纸,12,第十二章 好企业让少行动成为优势,medium,包含关键词「报纸」，与「第十二章 好企业让少行动成为优势」主题高度相关
2014,每日期刊,错过贝尔里奇石油太傻，但用不着懊恼,12,第十二章 好企业让少行动成为优势,medium,包含关键词「石油」，与「第十二章 好企业让少行动成为优势」主题高度相关
2014,每日期刊,建筑设计行业的从业人员太死板，不知道变通,12,第十二章 好企业让少行动成为优势,medium,包含关键词「建筑」，与「第十二章 好企业让少行动成为优势」主题高度相关
2014,每日期刊,在战胜市场方面，伯克希尔有很多值得学习的地方,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2014,每日期刊,伯克希尔将保持稳定的收益，同时避免成为科技淘汰的对象,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2014,每日期刊,我们只愿意与我们信任和欣赏的人在一起,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「信任」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2014,每日期刊,"不理智的政客带偏了""两房""",15,第十五章 避免惯常的失败方式,medium,包含关键词「不理智」，与「第十五章 避免惯常的失败方式」主题高度相关
2014,每日期刊,商业史上只有极少数公司能成功转型,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,人类取得了很多成就，但社会上的问题还很多,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,许多事情我看不顺眼，但也看到很多伟大成就,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,我们不应对中国颐指气使，皮凯蒂的解读有问题,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,货币增发我有很大顾虑，奥巴马医改不多做评论,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,各阶层、各群体间的起伏流动无法完全消除,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,人总是为了利益而犯错，忘却道德与理智,16,第十六章 理性近乎一种道德义务,high,包含关键词「理智、道德」，与「第十六章 理性近乎一种道德义务」主题高度相关
2014,每日期刊,银行可以本本分分经营，做光明正大的生意,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,《洛克菲勒传》写得特别好，谁还没读的话赶紧读,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,埃隆·马斯克是个天才，但也非常大胆,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,我们凭简单的方式做投资，创造了辉煌的业绩,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,如果能优中选优，三只股票就足够安全,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,我主要做沃伦的参谋，起辅助作用,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,我们只是掌握了一些做事的正确方法,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,清楚自己几斤几两，好办的事马上办，遇到难题就死磕,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,兴趣是成功的关键,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2014,每日期刊,资本资产定价模型怎么能和物理学中的原理相提并论？,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2015,每日期刊,投资的道理很简单：别犯傻，别想太美，保持安全边际,5,第五章 逆向：先问怎样会失败,medium,包含关键词「安全边际」，与「第五章 逆向：先问怎样会失败」主题高度相关
2015,每日期刊,要学达尔文搜寻反面例证，不被进化淘汰,6,第六章 反证、检查清单与第二次思考,medium,包含关键词「达尔文」，与「第六章 反证、检查清单与第二次思考」主题高度相关
2015,每日期刊,人性中最让我无法理解的是......,7,第七章 误判不是偶然：心理倾向的系统,medium,包含关键词「人性」，与「第七章 误判不是偶然：心理倾向的系统」主题高度相关
